                      Radius                ground state               first excited              second excited
      0.7333333333333259E+01     -0.4916228250064647E+02     -0.4665954077541479E+02     -0.4252386609275302E+02
      0.7353383458646542E+01     -0.4916656097710069E+02     -0.4667652248645769E+02     -0.4256156444984710E+02
      0.7373433583959825E+01     -0.4917080679240430E+02     -0.4669337556625694E+02     -0.4259898122720030E+02
      0.7393483709273108E+01     -0.4917502027774650E+02     -0.4671010130383196E+02     -0.4263611918471242E+02
      0.7413533834586390E+01     -0.4917920176012577E+02     -0.4672670097219562E+02     -0.4267298104914792E+02
      0.7433583959899673E+01     -0.4918335156243386E+02     -0.4674317582859983E+02     -0.4270956951460386E+02
      0.7453634085212956E+01     -0.4918747000348776E+02     -0.4675952711475637E+02     -0.4274588724295509E+02
      0.7473684210526239E+01     -0.4919155739813328E+02     -0.4677575605708647E+02     -0.4278193686434064E+02
      0.7493734335839521E+01     -0.4919561405726385E+02     -0.4679186386691122E+02     -0.4281772097755497E+02
      0.7513784461152804E+01     -0.4919964028789820E+02     -0.4680785174070270E+02     -0.4285324215053070E+02
      0.7533834586466087E+01     -0.4920363639324479E+02     -0.4682372086028507E+02     -0.4288850292074465E+02
      0.7553884711779370E+01     -0.4920760267275346E+02     -0.4683947239305535E+02     -0.4292350579564349E+02
      0.7573934837092652E+01     -0.4921153942214578E+02     -0.4685510749217929E+02     -0.4295825325305358E+02
      0.7593984962405935E+01     -0.4921544693350813E+02     -0.4687062729681207E+02     -0.4299274774160171E+02
      0.7614035087719218E+01     -0.4921932549533906E+02     -0.4688603293230298E+02     -0.4302699168113072E+02
      0.7634085213032501E+01     -0.4922317539256747E+02     -0.4690132551036875E+02     -0.4306098746305654E+02
      0.7654135338345784E+01     -0.4922699690665499E+02     -0.4691650612932274E+02     -0.4309473745079259E+02
      0.7674185463659066E+01     -0.4923079031560705E+02     -0.4693157587425263E+02     -0.4312824398012807E+02
      0.7694235588972349E+01     -0.4923455589403354E+02     -0.4694653581718520E+02     -0.4316150935958792E+02
      0.7714285714285632E+01     -0.4923829391322293E+02     -0.4696138701732918E+02     -0.4319453587084179E+02
      0.7734335839598915E+01     -0.4924200464115661E+02     -0.4697613052120942E+02     -0.4322732576903856E+02
      0.7754385964912197E+01     -0.4924568834256470E+02     -0.4699076736285291E+02     -0.4325988128316340E+02
      0.7774436090225480E+01     -0.4924934527899813E+02     -0.4700529856399493E+02     -0.4329220461643754E+02
      0.7794486215538763E+01     -0.4925297570883409E+02     -0.4701972513422086E+02     -0.4332429794660958E+02
      0.7814536340852046E+01     -0.4925657988736733E+02     -0.4703404807116353E+02     -0.4335616342636622E+02
      0.7834586466165328E+01     -0.4926015806681033E+02     -0.4704826836065070E+02     -0.4338780318360517E+02
      0.7854636591478611E+01     -0.4926371049636632E+02     -0.4706238697687928E+02     -0.4341921932181219E+02
      0.7874686716791894E+01     -0.4926723742226265E+02     -0.4707640488258409E+02     -0.4345041392037241E+02
      0.7894736842105177E+01     -0.4927073908778945E+02     -0.4709032302918393E+02     -0.4348138903490569E+02
      0.7914786967418459E+01     -0.4927421573335835E+02     -0.4710414235696417E+02     -0.4351214669758645E+02
      0.7934837092731742E+01     -0.4927766759651330E+02     -0.4711786379519448E+02     -0.4354268891743694E+02
      0.7954887218045025E+01     -0.4928109491200749E+02     -0.4713148826232732E+02     -0.4357301768067211E+02
      0.7974937343358308E+01     -0.4928449791181577E+02     -0.4714501666611378E+02     -0.4360313495096423E+02
      0.7994987468671590E+01     -0.4928787682517977E+02     -0.4715844990376065E+02     -0.4363304266977854E+02
      0.8015037593984873E+01     -0.4929123187865392E+02     -0.4717178886208339E+02     -0.4366274275664973E+02
      0.8035087719298156E+01     -0.4929456329613633E+02     -0.4718503441765011E+02     -0.4369223710947733E+02
      0.8055137844611439E+01     -0.4929787129890954E+02     -0.4719818743689503E+02     -0.4372152760480128E+02
      0.8075187969924722E+01     -0.4930115610566978E+02     -0.4721124877630074E+02     -0.4375061609811495E+02
      0.8095238095238004E+01     -0.4930441793258304E+02     -0.4722421928250770E+02     -0.4377950442411863E+02
      0.8115288220551287E+01     -0.4930765699328978E+02     -0.4723709979245113E+02     -0.4380819439699336E+02
      0.8135338345864570E+01     -0.4931087349896378E+02     -0.4724989113349314E+02     -0.4383668781068142E+02
      0.8155388471177853E+01     -0.4931406765834125E+02     -0.4726259412356759E+02     -0.4386498643914160E+02
      0.8175438596491135E+01     -0.4931723967774493E+02     -0.4727520957128501E+02     -0.4389309203662940E+02
      0.8195488721804418E+01     -0.4932038976113252E+02     -0.4728773827607873E+02     -0.4392100633793129E+02
      0.8215538847117701E+01     -0.4932351811011429E+02     -0.4730018102831791E+02     -0.4394873105863812E+02
      0.8235588972430984E+01     -0.4932662492399896E+02     -0.4731253860942906E+02     -0.4397626789538518E+02
      0.8255639097744266E+01     -0.4932971039980513E+02     -0.4732481179201952E+02     -0.4400361852609501E+02
      0.8275689223057549E+01     -0.4933277473232895E+02     -0.4733700134001818E+02     -0.4403078461024504E+02
      0.8295739348370832E+01     -0.4933581811412209E+02     -0.4734910800873397E+02     -0.4405776778906839E+02
      0.8315789473684115E+01     -0.4933884073556988E+02     -0.4736113254503352E+02     -0.4408456968582450E+02
      0.8335839598997397E+01     -0.4934184278491292E+02     -0.4737307568742801E+02     -0.4411119190601539E+02
      0.8355889724310680E+01     -0.4934482444823227E+02     -0.4738493816616460E+02     -0.4413763603760853E+02
      0.8375939849623963E+01     -0.4934778590954969E+02     -0.4739672070338583E+02     -0.4416390365129154E+02
      0.8395989974937246E+01     -0.4935072735078799E+02     -0.4740842401317455E+02     -0.4418999630064339E+02
      0.8416040100250529E+01     -0.4935364895183647E+02     -0.4742004880171211E+02     -0.4421591552240468E+02
      0.8436090225563811E+01     -0.4935655089058874E+02     -0.4743159576736912E+02     -0.4424166283667888E+02
      0.8456140350877094E+01     -0.4935943334291699E+02     -0.4744306560077521E+02     -0.4426723974710265E+02
      0.8476190476190377E+01     -0.4936229648276957E+02     -0.4745445898499560E+02     -0.4429264774114627E+02
      0.8496240601503660E+01     -0.4936514048213405E+02     -0.4746577659553915E+02     -0.4431788829021630E+02
      0.8516290726816942E+01     -0.4936796551109902E+02     -0.4747701910052044E+02     -0.4434296284992902E+02
      0.8536340852130225E+01     -0.4937077173787804E+02     -0.4748818716074740E+02     -0.4436787286030525E+02
      0.8556390977443508E+01     -0.4937355932880900E+02     -0.4749928142978692E+02     -0.4439261974591697E+02
      0.8576441102756791E+01     -0.4937632844840493E+02     -0.4751030255408515E+02     -0.4441720491613787E+02
      0.8596491228070073E+01     -0.4937907925937028E+02     -0.4752125117307225E+02     -0.4444162976533420E+02
      0.8616541353383356E+01     -0.4938181192262652E+02     -0.4753212791920687E+02     -0.4446589567299554E+02
      0.8636591478696639E+01     -0.4938452659732339E+02     -0.4754293341811699E+02     -0.4449000400399709E+02
      0.8656641604009922E+01     -0.4938722344088440E+02     -0.4755366828865768E+02     -0.4451395610872650E+02
      0.8676691729323204E+01     -0.4938990260900035E+02     -0.4756433314300239E+02     -0.4453775332329040E+02
      0.8696741854636487E+01     -0.4939256425568328E+02     -0.4757492858673807E+02     -0.4456139696969431E+02
      0.8716791979949770E+01     -0.4939520853327038E+02     -0.4758545521895029E+02     -0.4458488835601245E+02
      0.8736842105263053E+01     -0.4939783559242952E+02     -0.4759591363228274E+02     -0.4460822877654831E+02
      0.8756892230576335E+01     -0.4940044558222533E+02     -0.4760630441305458E+02     -0.4463141951203180E+02
      0.8776942355889618E+01     -0.4940303865010702E+02     -0.4761662814132360E+02     -0.4465446182978278E+02
      0.8796992481202901E+01     -0.4940561494192779E+02     -0.4762688539095789E+02     -0.4467735698384774E+02
      0.8817042606516184E+01     -0.4940817460197476E+02     -0.4763707672971763E+02     -0.4470010621519786E+02
      0.8837092731829467E+01     -0.4941071777299980E+02     -0.4764720271935870E+02     -0.4472271075188274E+02
      0.8857142857142749E+01     -0.4941324459622088E+02     -0.4765726391566323E+02     -0.4474517180917149E+02
      0.8877192982456032E+01     -0.4941575521135429E+02     -0.4766726086856636E+02     -0.4476749058974676E+02
      0.8897243107769315E+01     -0.4941824975661457E+02     -0.4767719412218047E+02     -0.4478966828380959E+02
      0.8917293233082598E+01     -0.4942072836876115E+02     -0.4768706421490426E+02     -0.4481170606927429E+02
      0.8937343358395880E+01     -0.4942319118309536E+02     -0.4769687167946123E+02     -0.4483360511189090E+02
      0.8957393483709163E+01     -0.4942563833349340E+02     -0.4770661704302655E+02     -0.4485536656542619E+02
      0.8977443609022446E+01     -0.4942806995241205E+02     -0.4771630082722914E+02     -0.4487699157177367E+02
      0.8997493734335729E+01     -0.4943048617090810E+02     -0.4772592354826514E+02     -0.4489848126111217E+02
      0.9017543859649011E+01     -0.4943288711866909E+02     -0.4773548571694019E+02     -0.4491983675204688E+02
      0.9037593984962294E+01     -0.4943527292402867E+02     -0.4774498783878041E+02     -0.4494105915178584E+02
      0.9057644110275577E+01     -0.4943764371394902E+02     -0.4775443041402666E+02     -0.4496214955619762E+02
      0.9077694235588860E+01     -0.4943999961408460E+02     -0.4776381393775853E+02     -0.4498310905001251E+02
      0.9097744360902142E+01     -0.4944234074878321E+02     -0.4777313889994592E+02     -0.4500393870695923E+02
      0.9117794486215425E+01     -0.4944466724109407E+02     -0.4778240578550042E+02     -0.4502463958984820E+02
      0.9137844611528708E+01     -0.4944697921278226E+02     -0.4779161507433534E+02     -0.4504521275075607E+02
      0.9157894736841991E+01     -0.4944927678434622E+02     -0.4780076724142749E+02     -0.4506565923109994E+02
      0.9177944862155273E+01     -0.4945156007505712E+02     -0.4780986275690965E+02     -0.4508598006183136E+02
      0.9197994987468556E+01     -0.4945382920294648E+02     -0.4781890208608637E+02     -0.4510617626349768E+02
      0.9218045112781839E+01     -0.4945608428482063E+02     -0.4782788568951865E+02     -0.4512624884640972E+02
      0.9238095238095122E+01     -0.4945832543629314E+02     -0.4783681402305768E+02     -0.4514619881073207E+02
      0.9258145363408405E+01     -0.4946055277179091E+02     -0.4784568753794085E+02     -0.4516602714663057E+02
      0.9278195488721687E+01     -0.4946276640456735E+02     -0.4785450668080072E+02     -0.4518573483437422E+02
      0.9298245614034970E+01     -0.4946496644672420E+02     -0.4786327189377765E+02     -0.4520532284447102E+02
      0.9318295739348253E+01     -0.4946715300921467E+02     -0.4787198361451045E+02     -0.4522479213774631E+02
      0.9338345864661536E+01     -0.4946932620185953E+02     -0.4788064227624034E+02     -0.4524414366549065E+02
      0.9358395989974818E+01     -0.4947148613337253E+02     -0.4788924830783488E+02     -0.4526337836957700E+02
      0.9378446115288101E+01     -0.4947363291136705E+02     -0.4789780213386552E+02     -0.4528249718253306E+02
      0.9398496240601384E+01     -0.4947576664235936E+02     -0.4790630417462737E+02     -0.4530150102769335E+02
      0.9418546365914667E+01     -0.4947788743178930E+02     -0.4791475484621491E+02     -0.4532039081926589E+02
      0.9438596491227949E+01     -0.4947999538403577E+02     -0.4792315456056622E+02     -0.4533916746247597E+02
      0.9458646616541232E+01     -0.4948209060244359E+02     -0.4793150372551420E+02     -0.4535783185366018E+02
      0.9478696741854515E+01     -0.4948417318930086E+02     -0.4793980274482843E+02     -0.4537638488035756E+02
      0.9498746867167798E+01     -0.4948624324588090E+02     -0.4794805201826657E+02     -0.4539482742141732E+02
      0.9518796992481080E+01     -0.4948830087244639E+02     -0.4795625194162683E+02     -0.4541316034710835E+02
      0.9538847117794363E+01     -0.4949034616824676E+02     -0.4796440290678400E+02     -0.4543138451921513E+02
      0.9558897243107646E+01     -0.4949237923156336E+02     -0.4797250530174695E+02     -0.4544950079111653E+02
      0.9578947368420929E+01     -0.4949440015968659E+02     -0.4798055951071044E+02     -0.4546751000792290E+02
      0.9598997493734212E+01     -0.4949640904894895E+02     -0.4798856591407075E+02     -0.4548541300653852E+02
      0.9619047619047494E+01     -0.4949840599471894E+02     -0.4799652488848734E+02     -0.4550321061575418E+02
      0.9639097744360777E+01     -0.4950039109144606E+02     -0.4800443680695439E+02     -0.4552090365637009E+02
      0.9659147869674060E+01     -0.4950236443262002E+02     -0.4801230203879425E+02     -0.4553849294125941E+02
      0.9679197994987343E+01     -0.4950432611083428E+02     -0.4802012094972353E+02     -0.4555597927547111E+02
      0.9699248120300625E+01     -0.4950627621775863E+02     -0.4802789390191740E+02     -0.4557336345631877E+02
      0.9719298245613908E+01     -0.4950821484416438E+02     -0.4803562125399296E+02     -0.4559064627346176E+02
      0.9739348370927191E+01     -0.4951014207995973E+02     -0.4804330336112395E+02     -0.4560782850901320E+02
      0.9759398496240474E+01     -0.4951205801413944E+02     -0.4805094057502074E+02     -0.4562491093759333E+02
      0.9779448621553756E+01     -0.4951396273485114E+02     -0.4805853324399317E+02     -0.4564189432643552E+02
      0.9799498746867039E+01     -0.4951585632937857E+02     -0.4806608171298426E+02     -0.4565877943546265E+02
      0.9819548872180322E+01     -0.4951773888417267E+02     -0.4807358632364038E+02     -0.4567556701739336E+02
      0.9839598997493605E+01     -0.4951961048482836E+02     -0.4808104741429611E+02     -0.4569225781778302E+02
      0.9859649122806887E+01     -0.4952147121611782E+02     -0.4808846532004012E+02     -0.4570885257512730E+02
      0.9879699248120170E+01     -0.4952332116200764E+02     -0.4809584037276603E+02     -0.4572535202094835E+02
      0.9899749373433453E+01     -0.4952516040563646E+02     -0.4810317290118182E+02     -0.4574175687984872E+02
      0.9919799498746736E+01     -0.4952698902935954E+02     -0.4811046323086132E+02     -0.4575806786962144E+02
      0.9939849624060018E+01     -0.4952880711473465E+02     -0.4811771168428206E+02     -0.4577428570129555E+02
      0.9959899749373301E+01     -0.4953061474254785E+02     -0.4812491858085233E+02     -0.4579041107923695E+02
      0.9979949874686584E+01     -0.4953241199278915E+02     -0.4813208423693446E+02     -0.4580644470119662E+02
      0.9999999999999867E+01     -0.4953419894472034E+02     -0.4813920896593101E+02     -0.4582238725841326E+02
