                           x                ground state                 1st excited                 2nd excited
      0.1152882205513784E+01      0.1491420621181135E+00      0.3970437174582891E+00      0.2066814114995660E+00
      0.1253132832080198E+01      0.1171419297981581E+00      0.3683345176724617E+00      0.2701736510478178E+00
      0.1353383458646615E+01      0.9017704073060570E-01      0.3306207289784987E+00      0.3215670845276126E+00
      0.1453634085213032E+01      0.6803835977762859E-01      0.2876749131776867E+00      0.3556274743766210E+00
      0.1553884711779446E+01      0.5031402226120318E-01      0.2429960616981793E+00      0.3701113636341117E+00
      0.1654135338345863E+01      0.3646740819086439E-01      0.1995001924013284E+00      0.3655805197393242E+00
      0.1754385964912281E+01      0.2590627351811672E-01      0.1593545279689524E+00      0.3447926002283077E+00
      0.1854636591478695E+01      0.1803818875580655E-01      0.1239429140595458E+00      0.3118701692425749E+00
      0.1954887218045112E+01      0.1231041801684480E-01      0.9393305362710332E-01      0.2714460173842010E+00
      0.2055137844611529E+01      0.8234718161143219E-02      0.6940857802853422E-01      0.2279381354863718E+00
      0.2155388471177943E+01      0.5399146763124079E-02      0.5002973453405246E-01      0.1850431091482599E+00
      0.2255639097744361E+01      0.3469817069746025E-02      0.3519301224287308E-01      0.1454718403781269E+00
      0.2355889724310774E+01      0.2185736925569931E-02      0.2416942756122756E-01      0.1109005673540081E+00
      0.2456140350877192E+01      0.1349596936570671E-02      0.1621086552427019E-01      0.8207990965455077E-01
      0.2556390977443609E+01      0.8168275788074342E-03      0.1062202227160341E-01      0.5903504907126832E-01
      0.2656641604010023E+01      0.4845987093371403E-03      0.6801211697654799E-02      0.4129645836560553E-01
      0.2756892230576440E+01      0.2818157815356594E-03      0.4256456439086905E-02      0.2811613063826047E-01
      0.2857142857142854E+01      0.1606517319593364E-03      0.2604277326684821E-02      0.1864264762830157E-01
      0.2957393483709271E+01      0.8977359431553457E-04      0.1558076502311064E-02      0.1204494666594010E-01
      0.3057644110275689E+01      0.4917690259336859E-04      0.9116549277832548E-03      0.7586745951742041E-02
      0.3157894736842103E+01      0.2640763707625685E-04      0.5217750264920553E-03      0.4660626832842817E-02
      0.3258145363408520E+01      0.1390145910247844E-04      0.2921543056947222E-03      0.2793420137360834E-02
      0.3358395989974937E+01      0.7173986557954438E-05      0.1600580339202073E-03      0.1634103344103329E-02
      0.3458646616541351E+01      0.3629419040705689E-05      0.8580929777160153E-04      0.9332712517651691E-03
      0.3558897243107769E+01      0.1800102768842507E-05      0.4502300173026904E-04      0.5205263538582592E-03
      0.3659147869674186E+01      0.8752831379406394E-06      0.2312202280196588E-04      0.2835924123998859E-03
